interaction_id,turn_number,text,next_text
20260207/f8ed187e-16:51:47-9139be23,17,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will do it."
20260207/f8f5fe8d-19:46:20-9a9f4005,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","When did you do it? In Munshipet, Munshipet."
20260207/f8f5fe8d-19:46:20-9a9f4005,17,"I'm sorry, I don't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",I will give seven hundred rupees.
20260207/f8f5fe8d-19:46:20-9a9f4005,19,"I'm sorry, I don't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.","How much is it, sir?"
20260207/f8ffa809-16:33:18-abcb5b21,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/f9201309-16:21:51-8040a4b2,13,What was the last title of your last job role?,Fabricator.
20260207/f9201309-16:21:51-8040a4b2,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",I am a fabricator.
20260207/f9247252-16:46:17-37f7b1e8,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Sales assistant.
20260207/f933e0e5-16:13:39-9153b2e6,13,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will pay the premium. All the bank work."
20260207/f93cf20d-16:49:51-9714b52f,13,What job roles are you looking for? You can tell any job you are looking for.,"What madam, tell me once."
20260207/f94b3796-17:02:03-5bbc6cb4,13,What job roles are you looking for? You can tell any job you are looking for.,I am complete I am completed graduated.
20260207/f94b3796-17:02:03-5bbc6cb4,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Official work.
20260207/f95a96ae-17:54:18-51f4df3e,15,What job roles are you looking for? You can tell any job you are looking for.,"I, madam, here, my BA is completed, madam. Hmm. After completing my BA, after BA, I was trying for a private bank job, madam, in office work, madam."
20260207/f96e732b-16:06:27-9842f8ab,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Accountant data analysis or sales executive.
20260207/f986f0d9-16:06:56-21be2a13,13,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Data entry madam.
20260207/f9897005-16:53:27-a0ab5a6d,15,What job roles are you looking for? You can tell any job you are looking for.,Yes sir.
20260207/f9897005-16:53:27-a0ab5a6d,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",No sir.
20260207/f98abe6d-16:15:06-c888db4e,15,What job roles are you looking for? You can tell any job you are looking for,Full time.
20260207/f9ac0e0c-16:38:55-e68e5dca,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Yes.
20260207/f9ac0e0c-16:38:55-e68e5dca,21,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator. Hey are you still on call?",Hello
20260207/f9b29b4f-16:24:14-704aff3b,15,What job roles are you looking for? You can tell any job you are looking for.,I work in a bank.
20260207/f9b594c2-16:35:03-f356039c,15,What job roles are you looking for? You can tell any job you are looking for.,I didn't understand.
20260207/f9b594c2-16:35:03-f356039c,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Okay okay, in I T, maybe development, developing."
20260207/f9b692c4-16:04:53-7c64beea,17,What job roles are you looking for? You can tell any job you are looking for.,Any
20260207/f9bfc12d-16:30:28-96e0623f,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/f9d88bd9-16:54:50-60c93604,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",No madam.
20260207/f9d9365e-16:10:37-31bb738a,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I will say clerk.
20260207/f9dffdfc-15:43:46-6dcd7fbc,13,What job roles are you looking for? You can tell any job you are looking for,I will do it.
20260207/f9eef587-15:52:37-6009aa62,15,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Hmm.
20260207/f9eef587-15:52:37-6009aa62,17,What job roles are you looking for? You can tell any job you are looking for.,I will do it in the office.
20260207/f9f47996-16:33:05-ec5cf3df,25,What job roles are you looking for? You can tell any job you are looking for,There is nothing. What is there to do? We are not looking for any job.
20260207/f9f57db2-18:53:49-81af1364,19,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Computer operator.
20260207/fa04916d-16:09:36-7cc96af0,17,What job roles are you looking for? You can tell any job you are looking for.,Metro
20260207/fa07d0ea-16:29:05-ce8bdc47,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Yes.
20260207/fa1b10fe-15:47:23-f4e5e103,15,What job roles are you looking for? You can tell any job you are looking for.,Is this a government job or a private one?
20260207/fa20e6ae-16:46:59-18d7f18c,15,What was the last title of your last job role? Hey are you still on call?,Yes.
20260207/fa20e6ae-16:46:59-18d7f18c,17,What was the last title of your last job role?,Evening sir.
20260207/fa2cc460-18:16:11-ebb64bdd,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Ah, data, okay."
20260207/fa2f151b-15:42:17-ff2d4793,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",You can put a machine operator because that needs a stitching machine.
20260207/fa2f5fb2-15:47:57-eb725617,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/fa34d8da-16:50:32-42926b57,17,What job roles are you looking for? You can tell any job you are looking for.,It is happening inside the factory.
20260207/fa40a3b2-16:33:26-f950c8b3,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Embedded engineer, electronics engineer, and Verlag engineer."
20260207/fa42bfcc-16:14:30-bcc4fabf,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/fa42bfcc-16:14:30-bcc4fabf,21,"Please tell me what to change regarding the job type, job role, or other needs.",Okay okay.
20260207/fa56f2f5-17:48:07-6ae3e599,13,What job roles are you looking for? You can tell any job you are looking for.,Anything is okay.
20260207/fa579693-16:32:31-d48cfeff,15,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",We both are in the office.
20260207/fa5a3126-16:08:30-de7debca,17,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.","Software testing, IT related."
20260207/fa6a5713-15:56:19-73284e17,11,What was the last title of your last job role?,Hey
20260207/fa6a5713-15:56:19-73284e17,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Yes, I am an operator."
